Solution:
Vessel 1, length: 28, position: 15, start: 4, end: 8, ncranes: 4, cranes: 1 2 3 4
Vessel 45, length: 29, position: 11, start: 132.1, end: 142.1, ncranes: 4, cranes: 1 2 3 4
Vessel 46, length: 11, position: 20, start: 125, end: 132, ncranes: 2, cranes: 3 4
Vessel 47, length: 15, position: 69, start: 126, end: 134, ncranes: 2, cranes: 8 9
Vessel 48, length: 9, position: 86, start: 129, end: 134, ncranes: 1, cranes: 10
Vessel 49, length: 10, position: 80, start: 134.135, end: 142.135, ncranes: 2, cranes: 9 10
Vessel 50, length: 12, position: 8, start: 143, end: 146, ncranes: 2, cranes: 1 2
Vessel 51, length: 31, position: 55, start: 145, end: 157, ncranes: 5, cranes: 6 7 8 9 10
Vessel 52, length: 15, position: 40, start: 148, end: 155, ncranes: 2, cranes: 4 5
Vessel 53, length: 25, position: 11, start: 151, end: 160, ncranes: 3, cranes: 1 2 3
Vessel 54, length: 11, position: 65, start: 157.1, end: 164.1, ncranes: 2, cranes: 7 8
Vessel 55, length: 12, position: 89, start: 157.202, end: 160.202, ncranes: 2, cranes: 9 10
Vessel 56, length: 11, position: 54, start: 157, end: 164, ncranes: 2, cranes: 4 5
Vessel 57, length: 30, position: 34, start: 165, end: 173, ncranes: 4, cranes: 3 4 5 6
Vessel 58, length: 29, position: 29, start: 173.123, end: 183.123, ncranes: 4, cranes: 3 4 5 6
Vessel 59, length: 29, position: 64, start: 167, end: 175, ncranes: 3, cranes: 8 9 10
Vessel 60, length: 20, position: 13, start: 168, end: 173, ncranes: 2, cranes: 1 2
